deployment_id,deployment_name,version,environment,status,cpu_usage,memory_usage,latency,build_duration,deployment_duration,error_count,healthy,resource_usage,deployment_speed,failure_risk
1348,Something-Service,1.2.1,DEV,Running,61.31,48.08,78.27,123.04,49.41,0,1,54.695,86.225,7.827
1349,There-Service,1.1.5,DEV,Success,68.43,36.87,150.98,189.39,145.69,5,0,52.650000000000006,167.54,115.098
1350,None-Service,1.2.2,DEV,Running,34.11,89.57,245.89,275.8,285.94,3,0,61.839999999999996,280.87,84.589
1351,Actually-Service,1.5.8,PROD,Success,85.55,83.5,370.36,87.8,259.61,4,0,84.525,173.705,117.036
1352,Nation-Service,1.6.4,DEV,Running,90.22,50.22,316.01,46.55,56.48,4,0,70.22,51.515,111.601
1353,Four-Service,1.2.8,QA,Success,62.42,36.9,170.29,86.24,307.48,1,0,49.66,196.86,37.028999999999996
1354,Such-Service,1.9.3,DEV,Running,86.45,79.01,31.32,40.98,198.24,0,0,82.73,119.61,3.132
1355,Performance-Service,1.0.7,UAT,Success,55.99,59.96,209.59,181.04,55.17,1,0,57.975,118.10499999999999,40.959
1356,Him-Service,1.7.6,DEV,Running,69.4,34.74,56.92,284.26,172.41,0,1,52.07000000000001,228.33499999999998,5.692
1357,Among-Service,1.1.0,UAT,Running,36.2,22.94,83.32,181.49,343.92,2,0,29.57,262.70500000000004,48.332
1358,Lot-Service,1.1.0,QA,Failed,23.65,97.08,148.24,160.04,114.29,4,0,60.364999999999995,137.165,94.824
1359,Among-Service,1.6.2,PROD,Success,34.11,24.96,160.3,285.44,329.55,4,0,29.535,307.495,96.03
1360,Shake-Service,1.6.0,DEV,Success,82.71,36.66,141.93,293.68,283.93,4,0,59.684999999999995,288.805,94.193
1361,Run-Service,1.2.9,UAT,Running,53.16,36.43,171.38,197.73,99.06,0,1,44.795,148.39499999999998,17.137999999999998
1362,Magazine-Service,1.6.0,UAT,Success,49.43,52.15,248.06,169.97,163.07,1,0,50.79,166.51999999999998,44.806
1363,Impact-Service,1.1.4,PROD,Failed,30.31,86.55,315.65,198.47,299.45,5,0,58.43,248.95999999999998,131.565
1364,Become-Service,1.8.7,QA,Success,33.37,61.27,134.16,179.09,85.15,5,0,47.32,132.12,113.416
1365,State-Service,1.3.3,QA,Success,43.06,66.82,257.02,258.32,77.83,0,0,54.94,168.075,25.701999999999998
1366,You-Service,1.4.1,PROD,Success,68.56,92.47,275.51,54.51,272.42,5,0,80.515,163.465,127.551
1367,World-Service,1.1.9,QA,Success,20.59,29.85,230.91,40.6,345.65,0,1,25.22,193.125,23.091
1368,Heart-Service,1.0.0,DEV,Running,44.27,69.17,250.24,184.27,227.59,5,0,56.72,205.93,125.024
1369,Particular-Service,1.1.8,UAT,Running,65.84,23.03,349.87,158.16,229.58,4,0,44.435,193.87,114.987
1370,Together-Service,1.2.9,UAT,Running,89.25,72.91,209.2,146.38,151.03,3,0,81.08,148.70499999999998,80.92
1371,Small-Service,1.4.9,QA,Failed,44.55,67.12,134.8,91.74,174.07,2,0,55.835,132.905,53.480000000000004
1372,Stock-Service,1.9.5,UAT,Running,78.25,52.99,365.69,151.8,172.85,3,0,65.62,162.325,96.569
1373,Same-Service,1.2.1,UAT,Running,43.19,76.77,118.05,166.18,245.09,0,1,59.98,205.635,11.805
1374,Exactly-Service,1.5.2,DEV,Success,80.63,62.98,213.66,280.65,340.1,1,0,71.80499999999999,310.375,41.366
1375,Future-Service,1.7.0,DEV,Running,48.39,47.1,308.44,171.77,104.74,2,0,47.745000000000005,138.255,70.844
1376,Establish-Service,1.9.3,PROD,Running,47.5,70.08,228.22,261.58,328.9,0,1,58.79,295.24,22.822
1377,Reality-Service,1.1.3,DEV,Running,65.6,88.11,153.65,61.38,54.09,5,0,76.85499999999999,57.735,115.365
1378,Gas-Service,1.4.1,QA,Failed,49.59,83.18,183.74,153.69,91.01,4,0,66.385,122.35,98.374
1379,Study-Service,1.3.7,DEV,Failed,75.9,47.64,310.7,98.71,131.91,3,0,61.77,115.31,91.07
1380,Sure-Service,1.0.6,PROD,Success,52.63,70.46,280.78,136.54,147.72,5,0,61.545,142.13,128.078
1381,Possible-Service,1.0.7,PROD,Failed,64.91,48.84,320.67,76.04,175.86,1,0,56.875,125.95000000000002,52.067
1382,Forget-Service,1.3.2,PROD,Failed,42.15,65.13,250.63,39.3,204.15,2,0,53.64,121.725,65.063
1383,Employee-Service,1.3.1,UAT,Failed,63.43,38.55,216.32,35.08,210.5,0,1,50.989999999999995,122.78999999999999,21.631999999999998
1384,Pretty-Service,1.7.6,QA,Success,25.82,23.2,72.46,54.45,334.05,1,0,24.509999999999998,194.25,27.246
1385,Force-Service,1.7.5,UAT,Running,26.99,53.14,56.05,236.43,180.87,0,1,40.065,208.65,5.6049999999999995
1386,Charge-Service,1.1.5,PROD,Failed,49.13,24.2,215.52,203.97,82.23,3,0,36.665,143.1,81.55199999999999
1387,Suggest-Service,1.7.4,PROD,Failed,39.84,86.21,138.6,58.78,166.11,4,0,63.025,112.44500000000001,93.86
1388,Bed-Service,1.3.5,DEV,Running,23.85,43.24,301.53,155.92,219.73,4,0,33.545,187.825,110.15299999999999
1389,Talk-Service,1.4.0,UAT,Running,90.11,66.44,225.34,214.18,102.7,3,0,78.275,158.44,82.53399999999999
1390,Plant-Service,1.4.4,PROD,Running,60.8,74.17,353.71,34.52,169.14,3,0,67.485,101.83,95.371
1391,With-Service,1.3.1,QA,Running,63.62,82.5,346.73,205.77,110.17,5,0,73.06,157.97,134.673
1392,Just-Service,1.9.8,DEV,Failed,50.93,22.45,356.88,127.86,236.0,4,0,36.69,181.93,115.688
1393,Office-Service,1.4.6,DEV,Running,53.28,20.58,303.29,147.55,107.49,4,0,36.93,127.52000000000001,110.32900000000001
1394,Source-Service,1.9.7,DEV,Failed,62.81,73.61,20.65,35.14,233.02,3,0,68.21000000000001,134.08,62.065
1395,Could-Service,1.6.6,UAT,Running,64.13,44.05,220.3,98.2,86.07,2,0,54.089999999999996,92.13499999999999,62.03
1396,Before-Service,1.3.6,DEV,Failed,55.77,32.48,295.5,185.52,70.21,5,0,44.125,127.86500000000001,129.55
1397,Red-Service,1.9.3,DEV,Failed,29.46,59.32,176.14,91.25,267.05,5,0,44.39,179.15,117.614
1398,Chair-Service,1.5.1,PROD,Failed,89.91,33.52,287.19,110.05,56.64,5,0,61.715,83.345,128.719
1399,Continue-Service,1.9.4,DEV,Running,71.94,39.06,122.29,248.67,112.47,3,0,55.5,180.57,72.229
1400,Computer-Service,1.0.1,DEV,Success,85.45,66.22,138.19,202.11,61.75,1,0,75.83500000000001,131.93,33.819
1401,Inside-Service,1.6.0,PROD,Success,81.87,52.79,76.95,55.69,61.37,5,0,67.33,58.53,107.695
1402,Yourself-Service,1.0.6,DEV,Running,74.01,31.4,80.71,45.99,200.09,1,0,52.705,123.04,28.070999999999998
1403,Sign-Service,1.4.9,PROD,Failed,23.21,66.73,75.15,45.97,173.16,2,0,44.97,109.565,47.515
1404,Night-Service,1.0.0,QA,Success,86.28,97.29,190.15,60.42,193.08,3,0,91.785,126.75,79.015
1405,Five-Service,1.7.2,DEV,Failed,27.27,24.22,222.82,228.38,336.71,1,0,25.744999999999997,282.54499999999996,42.282
1406,Much-Service,1.5.0,PROD,Running,43.5,74.31,264.91,74.21,112.67,0,0,58.905,93.44,26.491000000000003
1407,Any-Service,1.4.7,UAT,Failed,88.12,46.44,55.62,284.95,141.49,1,0,67.28,213.22,25.561999999999998
1408,Day-Service,1.5.2,DEV,Failed,77.62,81.69,381.98,290.03,279.5,5,0,79.655,284.765,138.198
1409,Social-Service,1.3.5,PROD,Failed,76.09,92.16,312.84,79.39,296.86,3,0,84.125,188.125,91.28399999999999
1410,Five-Service,1.1.5,UAT,Success,77.77,77.47,303.96,284.28,332.22,5,0,77.62,308.25,130.396
1411,These-Service,1.8.9,QA,Running,35.05,74.09,387.13,295.84,129.23,3,0,54.57,212.53499999999997,98.713
1412,Look-Service,1.0.2,DEV,Failed,98.38,23.5,161.39,131.28,256.32,3,0,60.94,193.8,76.139
1413,Game-Service,1.7.5,UAT,Success,38.6,70.0,120.25,261.65,193.23,1,0,54.3,227.44,32.025
1414,Where-Service,1.5.5,QA,Running,49.13,93.56,109.36,286.41,44.56,4,0,71.345,165.485,90.936
1415,Make-Service,1.7.7,DEV,Running,68.72,55.9,100.15,223.29,58.43,5,0,62.31,140.85999999999999,110.015
1416,Whatever-Service,1.3.0,UAT,Running,23.94,20.8,131.24,189.94,198.18,0,1,22.37,194.06,13.124
1417,By-Service,1.1.8,PROD,Failed,66.87,73.37,101.5,225.06,62.26,4,0,70.12,143.66,90.15
1418,Strategy-Service,1.1.0,QA,Running,36.35,54.39,84.52,64.74,327.08,5,0,45.370000000000005,195.91,108.452
1419,War-Service,1.6.6,DEV,Running,84.61,94.78,305.18,203.33,310.11,0,0,89.695,256.72,30.518
1420,Would-Service,1.7.0,QA,Failed,87.43,39.1,60.58,139.14,252.67,0,0,63.265,195.90499999999997,6.058
1421,All-Service,1.5.5,PROD,Failed,66.52,85.86,350.45,253.42,270.46,1,0,76.19,261.94,55.045
1422,Whom-Service,1.2.0,UAT,Running,37.34,26.11,26.58,225.17,147.65,4,0,31.725,186.41,82.658
1423,Control-Service,1.0.6,PROD,Running,58.02,52.44,302.1,84.97,302.82,5,0,55.230000000000004,193.89499999999998,130.21
1424,Step-Service,1.2.4,UAT,Success,51.57,22.04,72.53,96.45,292.85,0,1,36.805,194.65,7.253
1425,Herself-Service,1.7.1,DEV,Success,97.47,92.29,121.78,246.11,323.58,1,0,94.88,284.845,32.178
1426,West-Service,1.9.2,DEV,Failed,74.02,41.81,77.88,83.96,246.63,4,0,57.915,165.295,87.788
1427,Institution-Service,1.5.6,DEV,Running,84.03,23.02,389.17,287.21,102.57,1,0,53.525,194.89,58.917
1428,Interesting-Service,1.6.5,UAT,Running,71.21,98.49,86.7,170.51,113.7,2,0,84.85,142.105,48.67
1429,Size-Service,1.8.0,DEV,Failed,90.19,88.44,364.77,281.24,173.73,3,0,89.315,227.485,96.477
1430,Officer-Service,1.7.3,UAT,Success,73.15,35.4,202.6,121.67,345.11,0,1,54.275000000000006,233.39000000000001,20.259999999999998
1431,Free-Service,1.8.9,PROD,Failed,75.96,33.37,50.28,40.86,199.72,5,0,54.66499999999999,120.28999999999999,105.028
1432,Price-Service,1.3.3,DEV,Failed,30.96,72.23,342.83,232.82,61.23,5,0,51.595,147.025,134.28300000000002
1433,Factor-Service,1.4.1,UAT,Running,98.04,63.51,196.96,188.19,94.99,0,0,80.775,141.59,19.696
1434,Financial-Service,1.9.5,UAT,Failed,92.39,61.28,121.02,229.74,57.06,5,0,76.83500000000001,143.4,112.102
1435,Simply-Service,1.0.1,UAT,Failed,60.25,61.12,321.71,226.77,235.31,2,0,60.685,231.04000000000002,72.17099999999999
1436,Commercial-Service,1.0.9,UAT,Failed,37.78,65.4,62.63,69.14,216.95,3,0,51.59,143.045,66.263
1437,Her-Service,1.5.3,PROD,Failed,76.85,38.18,398.38,119.26,70.68,4,0,57.515,94.97,119.838
1438,Both-Service,1.6.7,QA,Running,65.68,85.32,78.98,132.69,65.49,4,0,75.5,99.09,87.898
1439,Heart-Service,1.7.5,PROD,Failed,80.99,54.34,194.39,159.31,218.76,5,0,67.66499999999999,189.035,119.439
1440,Probably-Service,1.5.4,DEV,Running,92.31,34.62,260.0,281.43,101.46,5,0,63.465,191.445,126.0
1441,Happen-Service,1.4.8,DEV,Success,26.08,53.13,323.73,41.53,125.45,3,0,39.605000000000004,83.49000000000001,92.373
1442,Hope-Service,1.9.5,PROD,Failed,63.08,22.37,102.94,74.26,108.9,3,0,42.725,91.58000000000001,70.294
1443,Garden-Service,1.1.2,QA,Success,60.35,38.25,159.61,116.4,337.86,5,0,49.3,227.13,115.961
1444,Type-Service,1.0.3,PROD,Failed,84.77,79.93,347.81,228.56,257.16,2,0,82.35,242.86,74.781
1445,Great-Service,1.0.8,PROD,Failed,36.65,47.46,98.36,283.67,247.8,1,0,42.055,265.735,29.836
1446,Pretty-Service,1.1.3,DEV,Running,62.79,55.71,271.49,290.52,149.71,0,0,59.25,220.115,27.149
1447,Reach-Service,1.3.0,PROD,Running,79.09,91.36,209.2,39.59,62.58,2,0,85.225,51.085,60.92
1448,Food-Service,1.8.6,QA,Running,33.85,38.03,263.79,158.24,57.38,2,0,35.94,107.81,66.379
1449,Recognize-Service,1.7.1,PROD,Running,57.38,71.28,267.17,168.73,113.19,2,0,64.33,140.95999999999998,66.717
1450,View-Service,1.7.5,DEV,Running,23.34,71.59,203.15,173.36,214.32,2,0,47.465,193.84,60.315
1451,Notice-Service,1.7.5,PROD,Success,54.28,50.65,105.47,146.91,174.78,5,0,52.465,160.845,110.547
1452,Small-Service,1.8.7,PROD,Failed,44.8,25.9,241.23,228.76,160.18,4,0,35.349999999999994,194.47,104.12299999999999
1453,Easy-Service,1.5.7,PROD,Failed,81.51,23.19,179.34,235.9,207.66,1,0,52.35,221.78,37.934
1454,Movie-Service,1.6.6,UAT,Success,33.29,59.3,348.11,280.63,108.46,5,0,46.295,194.545,134.811
1455,Color-Service,1.6.5,PROD,Success,69.84,83.19,83.48,239.66,330.26,1,0,76.515,284.96,28.348
1456,Help-Service,1.8.0,UAT,Running,25.08,43.36,286.81,102.51,170.98,5,0,34.22,136.745,128.681
1457,Person-Service,1.2.3,UAT,Running,70.86,58.25,141.79,169.77,107.69,5,0,64.555,138.73000000000002,114.179
1458,Size-Service,1.7.1,PROD,Success,82.43,50.43,177.7,92.82,166.53,4,0,66.43,129.675,97.77
1459,Contain-Service,1.0.1,PROD,Running,36.54,20.8,370.21,246.81,226.49,1,0,28.67,236.65,57.021
1460,Their-Service,1.4.4,UAT,Running,42.31,69.69,363.67,173.01,308.69,5,0,56.0,240.85,136.36700000000002
1461,Best-Service,1.8.1,DEV,Failed,35.11,56.54,130.5,123.49,159.01,1,0,45.825,141.25,33.05
1462,Lead-Service,1.4.3,PROD,Success,71.19,38.1,213.24,210.94,42.84,2,0,54.644999999999996,126.89,61.324
1463,Ground-Service,1.4.9,DEV,Running,83.34,87.56,145.91,174.69,121.3,5,0,85.45,147.995,114.591
1464,Perhaps-Service,1.9.1,DEV,Success,45.4,71.8,107.79,206.44,295.12,3,0,58.599999999999994,250.78,70.779
1465,Low-Service,1.7.3,DEV,Running,46.06,21.73,86.53,236.76,193.54,3,0,33.895,215.14999999999998,68.653
1466,Friend-Service,1.7.6,PROD,Running,93.91,40.49,138.37,212.18,174.4,3,0,67.2,193.29000000000002,73.837
1467,Choose-Service,1.0.8,UAT,Failed,28.29,82.99,251.94,70.3,148.12,1,0,55.64,109.21000000000001,45.194
1468,Story-Service,1.1.7,DEV,Failed,56.18,45.89,356.49,188.29,186.26,2,0,51.035,187.27499999999998,75.649
1469,Best-Service,1.6.5,UAT,Failed,48.66,80.9,348.52,296.61,45.57,3,0,64.78,171.09,94.852
1470,Practice-Service,1.7.0,DEV,Failed,88.48,94.11,289.12,79.77,119.7,1,0,91.295,99.735,48.912
1471,Public-Service,1.2.6,UAT,Running,84.91,40.35,116.16,189.4,301.27,0,1,62.629999999999995,245.33499999999998,11.616
1472,Sit-Service,1.7.9,QA,Running,55.55,72.97,124.23,152.73,274.33,0,1,64.25999999999999,213.52999999999997,12.423
1473,Either-Service,1.8.5,PROD,Success,93.34,53.54,37.88,268.18,114.17,4,0,73.44,191.175,83.788
1474,Hand-Service,1.9.3,DEV,Failed,50.01,97.07,23.61,130.22,211.73,1,0,73.53999999999999,170.975,22.361
1475,Thus-Service,1.6.9,DEV,Failed,33.84,67.37,343.99,209.74,67.57,1,0,50.605000000000004,138.655,54.399
1476,Cultural-Service,1.2.8,QA,Success,71.36,69.96,93.21,78.3,140.63,4,0,70.66,109.465,89.321
1477,That-Service,1.1.2,DEV,Success,63.95,33.27,172.65,193.31,230.67,2,0,48.61,211.99,57.265
1478,Run-Service,1.4.4,DEV,Running,84.77,79.35,20.14,122.61,191.87,0,1,82.06,157.24,2.0140000000000002
1479,Impact-Service,1.3.3,PROD,Success,91.38,26.45,87.18,57.41,74.76,4,0,58.915,66.08500000000001,88.718
1480,Church-Service,1.7.2,DEV,Success,94.76,87.2,38.89,221.92,324.8,1,0,90.98,273.36,23.889
1481,Road-Service,1.5.9,DEV,Running,64.91,73.11,26.4,295.67,229.63,1,0,69.00999999999999,262.65,22.64
1482,Student-Service,1.2.7,DEV,Success,71.94,29.71,141.61,219.42,307.09,0,1,50.825,263.255,14.161000000000001
1483,Way-Service,1.3.0,PROD,Failed,29.82,39.29,173.7,178.79,254.37,1,0,34.555,216.57999999999998,37.37
1484,Available-Service,1.5.4,QA,Failed,62.07,36.36,36.78,239.63,342.11,5,0,49.215,290.87,103.678
1485,Different-Service,1.5.4,DEV,Running,30.82,33.49,176.79,65.74,47.13,1,0,32.155,56.435,37.679
1486,Do-Service,1.3.2,DEV,Failed,40.09,89.39,312.45,44.0,208.15,3,0,64.74000000000001,126.075,91.245
1487,Talk-Service,1.2.5,DEV,Running,35.01,89.82,79.24,291.52,49.72,0,0,62.41499999999999,170.62,7.9239999999999995
1488,Until-Service,1.9.3,QA,Running,88.82,61.25,351.45,48.82,349.14,3,0,75.035,198.98,95.145
1489,Rest-Service,1.6.2,UAT,Failed,26.9,66.18,202.93,277.8,307.05,2,0,46.540000000000006,292.425,60.293
1490,Itself-Service,1.6.2,PROD,Success,28.26,90.94,131.8,263.62,61.69,4,0,59.6,162.655,93.18
1491,Record-Service,1.9.6,UAT,Success,89.26,79.36,221.77,70.91,244.96,0,0,84.31,157.935,22.177
1492,Close-Service,1.0.8,QA,Success,62.5,36.11,296.13,63.75,303.39,3,0,49.305,183.57,89.613
1493,Law-Service,1.9.3,DEV,Failed,82.79,97.27,155.33,250.54,101.67,5,0,90.03,176.105,115.533
1494,Section-Service,1.7.8,UAT,Failed,50.69,74.25,117.37,71.75,221.99,0,1,62.47,146.87,11.737
1495,Box-Service,1.4.0,QA,Success,53.4,49.24,286.19,213.75,190.37,3,0,51.32,202.06,88.619
1496,Congress-Service,1.5.9,PROD,Running,93.56,87.58,397.52,168.06,48.36,3,0,90.57,108.21000000000001,99.752
1497,Look-Service,1.8.8,DEV,Failed,33.45,21.82,163.01,264.77,343.04,4,0,27.635,303.905,96.301
1498,Position-Service,1.8.0,PROD,Failed,66.7,99.33,58.25,166.33,103.21,2,0,83.015,134.77,45.825
1499,Identify-Service,1.4.9,QA,Running,41.28,77.64,355.22,129.48,333.71,2,0,59.46,231.59499999999997,75.522
1500,Wonder-Service,1.6.1,DEV,Failed,62.19,43.55,175.02,117.77,241.17,1,0,52.87,179.47,37.502
1501,Side-Service,1.0.7,UAT,Failed,90.93,97.3,141.71,213.88,272.82,4,0,94.11500000000001,243.35,94.171
1502,Writer-Service,1.4.2,DEV,Success,81.98,76.38,109.68,154.23,108.74,1,0,79.18,131.48499999999999,30.968
1503,Process-Service,1.5.0,UAT,Success,53.27,36.64,280.7,135.02,180.59,4,0,44.955,157.805,108.07
1504,Use-Service,1.9.5,QA,Running,77.63,57.65,153.38,199.83,188.25,5,0,67.64,194.04000000000002,115.338
1505,Box-Service,1.1.8,DEV,Failed,79.95,71.79,98.53,89.66,86.2,1,0,75.87,87.93,29.853
1506,Hundred-Service,1.4.8,UAT,Failed,29.9,85.68,83.85,109.41,287.73,1,0,57.790000000000006,198.57,28.384999999999998
1507,Particularly-Service,1.7.6,PROD,Running,73.49,90.67,204.33,180.56,143.69,0,0,82.08,162.125,20.433
1508,Positive-Service,1.4.0,UAT,Running,34.64,80.8,173.96,245.74,344.89,4,0,57.72,295.315,97.396
1509,Return-Service,1.9.1,QA,Running,60.52,64.72,350.92,152.39,334.41,5,0,62.620000000000005,243.4,135.09199999999998
1510,Water-Service,1.0.6,UAT,Failed,99.93,80.3,311.25,65.01,291.54,4,0,90.11500000000001,178.275,111.125
1511,Weight-Service,1.2.8,QA,Success,74.28,82.24,76.83,179.36,242.04,0,1,78.25999999999999,210.7,7.683
1512,Consumer-Service,1.3.2,QA,Running,54.75,74.63,213.85,200.91,156.2,0,1,64.69,178.555,21.384999999999998
1513,View-Service,1.8.4,PROD,Running,30.78,94.22,181.82,232.15,247.08,5,0,62.5,239.615,118.182
1514,Society-Service,1.9.7,QA,Failed,59.28,29.08,68.48,211.82,321.82,2,0,44.18,266.82,46.848
1515,Always-Service,1.3.4,QA,Failed,91.86,88.65,24.81,271.95,174.27,2,0,90.255,223.11,42.481
1516,Themselves-Service,1.9.9,UAT,Running,91.75,75.25,201.68,219.71,263.98,4,0,83.5,241.84500000000003,100.168
1517,Bit-Service,1.2.6,UAT,Success,66.07,78.21,130.38,266.16,220.61,1,0,72.13999999999999,243.38500000000002,33.038
1518,Responsibility-Service,1.6.7,QA,Failed,82.2,69.09,112.57,86.39,328.77,4,0,75.64500000000001,207.57999999999998,91.257
1519,Trip-Service,1.7.4,PROD,Running,77.43,78.33,288.34,55.35,219.97,1,0,77.88,137.66,48.833999999999996
1520,Audience-Service,1.2.8,UAT,Running,28.77,79.04,112.66,76.67,262.27,2,0,53.905,169.47,51.266
1521,Spring-Service,1.8.5,QA,Success,34.18,41.21,88.27,55.97,177.24,5,0,37.695,116.605,108.827
1522,Call-Service,1.2.5,UAT,Failed,79.16,78.49,352.5,77.68,232.3,1,0,78.82499999999999,154.99,55.25
1523,Week-Service,1.3.1,QA,Running,96.53,30.72,90.98,223.88,58.1,2,0,63.625,140.99,49.098
1524,Item-Service,1.3.7,QA,Running,25.09,88.93,173.59,225.95,269.97,0,0,57.010000000000005,247.96,17.359
1525,Place-Service,1.5.7,UAT,Failed,57.39,41.82,192.93,208.04,129.75,5,0,49.605000000000004,168.89499999999998,119.293
1526,Chance-Service,1.2.0,PROD,Running,64.84,45.69,103.86,282.49,323.99,0,1,55.265,303.24,10.386
1527,Another-Service,1.5.0,UAT,Success,26.91,93.48,100.99,55.68,306.14,1,0,60.195,180.91,30.099
1528,Decision-Service,1.5.2,PROD,Failed,94.75,22.22,216.34,87.36,317.79,4,0,58.485,202.57500000000002,101.634
1529,Unit-Service,1.6.8,QA,Success,51.12,69.05,359.6,151.68,328.98,3,0,60.084999999999994,240.33,95.96000000000001
1530,Test-Service,1.2.7,PROD,Success,70.48,38.78,291.22,143.93,115.89,2,0,54.63,129.91,69.122
1531,Already-Service,1.5.4,QA,Failed,39.49,37.03,376.76,172.15,149.66,2,0,38.260000000000005,160.905,77.676
1532,Plant-Service,1.5.9,QA,Running,95.27,90.62,207.71,144.45,303.95,2,0,92.945,224.2,60.771
1533,Dog-Service,1.2.1,QA,Failed,74.47,20.08,161.81,219.76,140.31,5,0,47.275,180.035,116.181
1534,Action-Service,1.1.7,PROD,Failed,44.17,42.59,270.71,236.06,59.02,2,0,43.38,147.54,67.071
1535,Relationship-Service,1.2.0,QA,Running,53.47,60.86,169.35,269.69,292.9,5,0,57.165,281.29499999999996,116.935
1536,List-Service,1.6.2,UAT,Success,60.15,30.6,351.79,91.55,97.84,0,0,45.375,94.695,35.179
1537,Store-Service,1.1.1,PROD,Running,41.38,55.16,369.64,233.19,218.16,2,0,48.269999999999996,225.675,76.964
1538,Seat-Service,1.0.9,UAT,Running,33.02,65.05,103.59,96.71,126.62,3,0,49.035,111.66499999999999,70.359
1539,Here-Service,1.8.2,UAT,Running,82.95,56.43,353.72,248.0,318.21,0,0,69.69,283.105,35.372
1540,Anyone-Service,1.5.5,DEV,Running,34.33,27.48,371.37,113.09,324.01,5,0,30.905,218.55,137.137
1541,Relate-Service,1.7.2,QA,Success,24.53,71.37,27.17,240.09,84.9,0,1,47.95,162.495,2.717
1542,Total-Service,1.4.1,PROD,Failed,26.99,57.1,255.21,174.32,288.47,1,0,42.045,231.395,45.521
1543,Chair-Service,1.5.8,DEV,Success,23.33,49.32,384.33,107.27,168.58,1,0,36.325,137.925,58.433
1544,Guy-Service,1.8.4,UAT,Failed,87.68,55.36,35.12,123.67,239.69,3,0,71.52000000000001,181.68,63.512
1545,Goal-Service,1.3.3,UAT,Failed,60.93,98.18,172.41,251.72,219.58,2,0,79.555,235.65,57.241
1546,Control-Service,1.9.5,PROD,Running,36.48,78.3,171.45,263.68,59.78,2,0,57.39,161.73000000000002,57.144999999999996
1547,Control-Service,1.6.6,DEV,Running,69.82,86.4,204.55,200.47,184.77,4,0,78.11,192.62,100.455
1548,Reveal-Service,1.3.3,DEV,Running,90.7,28.87,127.54,189.94,131.15,5,0,59.785000000000004,160.54500000000002,112.754
1549,Space-Service,1.0.5,QA,Running,38.74,78.71,84.82,61.18,249.57,0,1,58.724999999999994,155.375,8.482
1550,Walk-Service,1.8.0,QA,Failed,88.22,26.24,67.79,107.21,165.84,3,0,57.23,136.525,66.779
1551,East-Service,1.7.1,QA,Running,82.43,81.8,295.52,40.94,267.44,1,0,82.11500000000001,154.19,49.552
1552,Too-Service,1.2.5,QA,Failed,46.78,78.75,71.14,122.08,71.32,2,0,62.765,96.69999999999999,47.114
1553,Responsibility-Service,1.2.5,DEV,Failed,32.39,30.56,368.39,144.21,173.37,2,0,31.475,158.79000000000002,76.839
1554,Light-Service,1.9.8,DEV,Success,52.22,98.58,384.18,264.62,175.51,2,0,75.4,220.065,78.418
1555,Finally-Service,1.2.3,DEV,Success,63.78,72.93,254.34,84.05,121.43,3,0,68.355,102.74000000000001,85.434
1556,View-Service,1.1.7,DEV,Success,20.01,28.76,31.22,148.86,273.99,0,1,24.385,211.425,3.122
1557,Step-Service,1.6.1,QA,Running,74.19,52.85,31.74,44.65,334.45,4,0,63.519999999999996,189.54999999999998,83.174
1558,Pass-Service,1.7.1,DEV,Success,29.54,92.28,356.5,169.54,171.83,2,0,60.91,170.685,75.65
1559,Lay-Service,1.7.1,PROD,Failed,96.29,42.15,162.43,41.35,68.45,5,0,69.22,54.900000000000006,116.243
1560,It-Service,1.9.6,UAT,Success,59.02,33.22,377.93,274.85,90.05,5,0,46.120000000000005,182.45000000000002,137.793
1561,Hotel-Service,1.0.3,DEV,Success,55.21,61.32,207.08,238.32,298.35,5,0,58.265,268.33500000000004,120.708
1562,Method-Service,1.3.3,PROD,Success,59.2,98.82,162.25,132.68,191.24,2,0,79.00999999999999,161.96,56.225
1563,However-Service,1.7.5,PROD,Success,78.75,85.75,109.69,54.77,302.44,5,0,82.25,178.605,110.969
1564,Level-Service,1.1.1,UAT,Success,63.87,59.56,182.57,100.56,252.55,0,1,61.715,176.555,18.256999999999998
1565,Manager-Service,1.6.5,QA,Running,46.83,40.69,129.35,295.64,209.52,5,0,43.76,252.57999999999998,112.935
1566,Stay-Service,1.2.5,DEV,Failed,24.36,40.07,367.52,200.12,307.06,2,0,32.215,253.59,76.752
1567,Campaign-Service,1.2.9,UAT,Failed,78.91,78.42,298.33,207.31,140.28,4,0,78.66499999999999,173.79500000000002,109.833
1568,Movement-Service,1.0.4,PROD,Success,84.0,26.08,396.05,131.31,47.55,5,0,55.04,89.43,139.60500000000002
1569,Agent-Service,1.6.5,DEV,Running,85.35,97.88,36.64,120.84,174.92,1,0,91.615,147.88,23.664
1570,Follow-Service,1.8.2,DEV,Failed,26.55,20.82,165.78,229.41,307.13,2,0,23.685000000000002,268.27,56.578
1571,Language-Service,1.8.8,QA,Success,76.92,51.17,326.31,62.48,215.47,5,0,64.045,138.975,132.631
1572,Create-Service,1.4.7,QA,Success,45.12,84.01,274.79,199.09,116.74,3,0,64.565,157.915,87.479
1573,Part-Service,1.0.7,UAT,Success,22.61,90.07,388.05,78.81,110.39,5,0,56.339999999999996,94.6,138.805
1574,Customer-Service,1.7.4,QA,Failed,55.84,46.99,201.26,122.64,221.75,3,0,51.415000000000006,172.195,80.126
