deployment_id,deployment_name,version,environment,status,cpu_usage,memory_usage,latency,build_duration,deployment_duration,error_count,healthy
950,Like-Service,1.0.6,DEV,Running,67.5,33.45,60.1,90.5,306.21,2,0
951,Story-Service,1.8.1,PROD,Success,52.09,53.69,149.24,162.49,261.76,5,0
952,Knowledge-Service,1.3.4,DEV,Failed,22.29,73.62,209.83,90.58,238.56,0,1
953,Little-Service,1.9.1,UAT,Success,52.02,42.82,217.26,269.64,337.44,4,0
954,Near-Service,1.7.0,QA,Failed,22.47,74.56,139.93,67.63,342.8,4,0
955,Official-Service,1.9.0,DEV,Failed,54.62,88.75,335.39,63.62,245.31,1,0
956,Page-Service,1.1.4,QA,Success,53.86,22.21,265.0,243.87,304.95,0,0
957,Rather-Service,1.5.0,UAT,Success,58.87,80.81,190.52,292.87,215.19,3,0
958,Finally-Service,1.1.1,QA,Running,64.66,30.46,81.31,271.97,226.4,0,1
959,Paper-Service,1.0.1,QA,Success,73.79,58.32,51.53,33.52,266.42,5,0
960,Nor-Service,1.7.2,DEV,Failed,71.11,64.29,129.41,139.63,246.05,2,0
961,Central-Service,1.6.7,PROD,Success,20.83,88.4,362.47,257.31,234.73,5,0
962,Rock-Service,1.8.5,DEV,Success,65.04,26.06,61.66,93.33,61.22,3,0
963,Open-Service,1.4.2,UAT,Success,30.06,90.37,350.56,266.67,188.11,3,0
964,Magazine-Service,1.3.4,QA,Failed,71.12,41.14,371.59,66.27,54.08,2,0
965,Process-Service,1.4.4,UAT,Failed,84.77,21.68,280.8,42.49,66.5,4,0
966,East-Service,1.3.6,DEV,Failed,67.72,78.41,247.39,51.6,211.92,5,0
967,Class-Service,1.1.5,UAT,Failed,52.75,83.79,185.34,33.19,169.37,1,0
968,Section-Service,1.6.7,PROD,Running,88.64,74.86,126.26,108.26,128.13,0,0
969,Take-Service,1.7.9,UAT,Running,28.58,35.05,186.39,144.21,301.25,4,0
970,Subject-Service,1.6.4,UAT,Failed,43.54,51.31,227.37,63.65,275.67,2,0
971,It-Service,1.9.5,PROD,Success,67.09,24.65,360.41,149.15,333.29,3,0
972,Democrat-Service,1.0.4,UAT,Running,61.13,80.29,131.87,261.73,187.75,3,0
973,Show-Service,1.2.1,QA,Success,91.63,50.85,71.76,166.24,79.18,4,0
974,Operation-Service,1.1.8,DEV,Success,91.78,29.69,210.45,124.71,131.89,5,0
975,Off-Service,1.9.2,PROD,Failed,65.48,31.05,215.79,218.78,114.33,2,0
976,Hold-Service,1.7.6,PROD,Running,61.53,21.52,329.71,179.8,151.09,2,0
977,Next-Service,1.8.3,PROD,Failed,98.03,74.38,266.47,50.64,90.72,4,0
978,Somebody-Service,1.2.3,DEV,Running,26.42,69.75,26.34,228.23,165.9,2,0
979,World-Service,1.4.4,QA,Failed,35.04,70.5,132.61,189.49,90.89,4,0
980,Quickly-Service,1.5.3,DEV,Failed,41.22,62.16,100.0,42.26,210.92,4,0
981,Left-Service,1.2.5,DEV,Failed,52.29,92.02,190.52,112.9,144.03,1,0
982,Employee-Service,1.2.6,QA,Success,94.46,21.92,261.78,34.81,104.96,5,0
983,True-Service,1.1.2,UAT,Success,74.88,51.93,25.89,67.84,137.76,3,0
984,Cause-Service,1.8.6,DEV,Success,93.12,83.93,108.84,125.6,270.39,5,0
985,Performance-Service,1.9.5,PROD,Running,85.61,76.81,142.56,191.78,228.14,4,0
986,Form-Service,1.1.0,DEV,Running,29.63,74.08,41.02,190.84,330.22,3,0
987,Then-Service,1.5.3,DEV,Failed,97.49,89.85,117.34,49.42,236.64,5,0
988,Forward-Service,1.7.4,PROD,Failed,59.74,95.87,34.8,113.19,285.19,1,0
989,Experience-Service,1.0.0,UAT,Failed,72.06,68.93,321.97,231.55,166.86,5,0
990,Treatment-Service,1.0.5,QA,Failed,38.19,72.94,190.48,205.66,318.74,5,0
991,While-Service,1.1.1,QA,Failed,22.62,28.04,286.34,206.1,322.9,3,0
992,Because-Service,1.4.5,QA,Success,24.47,53.86,333.62,144.28,250.52,2,0
993,Local-Service,1.4.1,QA,Failed,83.03,41.38,132.59,76.0,145.49,2,0
994,Officer-Service,1.5.9,DEV,Failed,30.37,25.9,281.7,139.27,106.35,3,0
995,Through-Service,1.1.0,PROD,Failed,74.78,92.28,27.63,62.91,296.35,1,0
996,Serious-Service,1.8.9,DEV,Running,27.24,36.77,138.97,69.25,336.99,3,0
997,Knowledge-Service,1.6.2,UAT,Success,23.82,70.39,177.8,143.54,84.58,3,0
998,Begin-Service,1.3.0,UAT,Failed,41.74,92.47,71.07,213.77,127.68,4,0
999,Provide-Service,1.4.7,DEV,Success,98.62,65.6,303.18,295.64,103.45,4,0
1000,When-Service,1.0.6,UAT,Success,88.06,92.63,115.56,233.46,319.05,5,0
1001,Financial-Service,1.1.5,QA,Success,87.44,38.05,229.13,194.04,79.23,0,0
1002,Officer-Service,1.7.5,PROD,Running,41.69,50.99,68.62,160.37,194.95,1,0
1003,Debate-Service,1.0.6,PROD,Running,75.6,35.94,355.94,97.06,144.57,3,0
1004,However-Service,1.3.2,QA,Success,75.7,30.07,197.08,158.91,170.68,0,1
1005,Friend-Service,1.4.6,UAT,Success,82.6,38.62,284.23,285.13,54.19,5,0
1006,Part-Service,1.8.2,UAT,Running,41.23,73.22,244.03,159.47,259.07,4,0
1007,According-Service,1.7.8,DEV,Failed,45.42,70.32,47.19,261.75,297.1,1,0
1008,Production-Service,1.7.3,UAT,Failed,22.09,41.28,154.65,116.65,135.84,2,0
1009,Age-Service,1.7.6,PROD,Success,85.18,76.34,165.7,126.53,271.25,0,0
1010,Lawyer-Service,1.1.8,QA,Failed,64.36,69.53,324.88,211.88,78.74,2,0
1011,Move-Service,1.6.4,PROD,Running,72.05,37.08,35.1,256.28,150.24,5,0
1012,Be-Service,1.2.9,DEV,Success,83.54,60.2,155.22,273.02,203.49,0,1
1013,Ability-Service,1.9.0,QA,Success,34.62,72.62,200.42,285.79,77.12,4,0
1014,Agree-Service,1.3.7,QA,Success,58.82,52.01,384.5,227.67,204.73,4,0
1015,Evening-Service,1.6.8,PROD,Running,90.45,90.34,259.28,224.65,161.44,5,0
1016,Evidence-Service,1.2.3,UAT,Success,97.6,34.52,332.0,89.59,335.85,3,0
1017,Will-Service,1.4.6,PROD,Success,85.67,85.32,168.04,198.85,345.94,0,0
1018,Evidence-Service,1.3.2,QA,Success,38.42,77.85,265.73,40.33,340.7,0,0
1019,Want-Service,1.9.2,DEV,Success,80.33,75.13,265.64,86.35,49.65,5,0
1020,Military-Service,1.7.5,UAT,Success,93.94,80.42,123.33,170.75,275.92,3,0
1021,They-Service,1.7.0,UAT,Running,67.13,74.83,69.35,81.44,115.78,3,0
1022,Investment-Service,1.2.0,UAT,Running,23.68,82.59,292.01,51.07,289.19,0,0
1023,Board-Service,1.1.6,QA,Success,44.23,43.59,39.6,196.13,101.34,3,0
1024,Artist-Service,1.9.1,PROD,Failed,30.05,67.86,143.27,289.06,339.73,1,0
1025,Push-Service,1.2.5,PROD,Success,47.96,45.81,176.36,202.27,164.52,4,0
1026,Order-Service,1.4.3,UAT,Running,90.39,47.07,337.56,97.85,136.66,0,0
1027,Hotel-Service,1.7.0,UAT,Success,47.39,39.95,82.2,165.52,115.34,2,0
1028,Hold-Service,1.8.9,PROD,Failed,75.28,98.86,48.55,256.99,242.28,3,0
1029,Part-Service,1.7.3,PROD,Running,40.91,64.8,366.88,84.18,65.01,4,0
1030,Direction-Service,1.0.9,QA,Success,99.37,43.19,54.47,201.52,254.47,5,0
1031,Manager-Service,1.4.9,DEV,Failed,56.76,77.01,287.79,288.52,241.8,3,0
1032,However-Service,1.7.3,PROD,Success,79.64,46.99,360.55,202.7,174.66,1,0
1033,Analysis-Service,1.3.9,UAT,Failed,67.81,49.16,379.77,74.52,48.13,3,0
1034,Audience-Service,1.9.1,QA,Running,38.44,72.75,353.45,66.18,116.7,1,0
1035,List-Service,1.8.4,QA,Running,59.99,72.25,279.02,155.71,238.78,3,0
1036,Really-Service,1.2.6,QA,Failed,22.16,43.72,172.81,101.22,210.35,0,1
1037,Everyone-Service,1.8.8,UAT,Failed,50.31,59.28,178.57,134.42,51.12,5,0
1038,Per-Service,1.5.9,PROD,Success,26.2,38.04,369.63,62.07,164.96,3,0
1039,Enjoy-Service,1.8.0,PROD,Success,39.17,77.39,176.81,250.86,93.81,4,0
1040,Real-Service,1.6.0,UAT,Failed,82.16,94.14,337.7,260.79,140.9,5,0
1041,Office-Service,1.8.4,PROD,Running,25.04,44.16,213.67,131.84,272.03,1,0
1042,Most-Service,1.6.5,QA,Failed,66.77,65.13,120.28,143.48,196.15,4,0
1043,Indicate-Service,1.3.9,DEV,Failed,66.82,86.43,358.45,210.67,88.15,0,0
1044,Expert-Service,1.3.0,UAT,Failed,50.39,46.12,190.21,182.89,169.42,0,1
1045,Price-Service,1.5.5,QA,Success,87.36,28.53,217.49,275.04,70.28,3,0
1046,Fear-Service,1.3.0,PROD,Running,94.87,95.97,306.08,125.66,76.37,5,0
1047,Hold-Service,1.0.4,PROD,Running,39.83,22.9,276.43,226.86,87.53,1,0
1048,Moment-Service,1.3.9,PROD,Failed,54.5,90.94,161.68,99.64,84.45,2,0
1049,Feel-Service,1.3.5,PROD,Running,73.22,66.57,140.38,152.26,280.88,3,0
1050,Drive-Service,1.7.2,PROD,Success,24.44,85.75,386.31,96.59,97.54,1,0
1051,According-Service,1.2.8,UAT,Failed,63.64,76.94,33.07,178.56,54.44,5,0
1052,Simple-Service,1.4.0,DEV,Failed,96.95,53.08,299.82,270.96,324.42,2,0
1053,Happen-Service,1.0.3,PROD,Failed,34.32,73.38,322.96,196.99,347.47,0,0
1054,New-Service,1.7.3,QA,Failed,89.81,67.39,34.27,85.17,245.47,4,0
1055,How-Service,1.1.9,QA,Running,37.19,72.32,337.87,227.34,344.77,3,0
1056,Painting-Service,1.2.2,DEV,Failed,81.54,63.66,78.77,178.37,259.41,4,0
1057,Laugh-Service,1.2.1,PROD,Success,40.38,79.58,341.92,122.38,236.85,4,0
1058,Thus-Service,1.8.7,PROD,Failed,67.17,39.02,107.73,156.57,308.87,4,0
1059,Method-Service,1.6.5,PROD,Failed,31.41,78.08,234.38,203.63,157.56,1,0
1060,Look-Service,1.1.7,PROD,Success,30.29,88.38,117.45,173.1,227.68,2,0
1061,Tax-Service,1.8.2,QA,Running,97.26,57.34,218.94,279.69,313.08,3,0
1062,Four-Service,1.1.7,PROD,Failed,92.28,98.66,331.61,120.23,59.67,4,0
1063,Chair-Service,1.9.6,QA,Success,65.43,76.31,341.7,189.5,274.13,4,0
1064,Bed-Service,1.4.6,UAT,Success,36.67,57.91,36.14,297.23,242.41,0,1
1065,Scene-Service,1.3.5,QA,Success,51.81,70.5,213.47,289.99,205.2,3,0
1066,Chance-Service,1.6.7,DEV,Running,47.3,66.23,65.41,248.92,97.14,5,0
1067,Pattern-Service,1.9.4,UAT,Failed,83.4,51.14,253.37,101.31,196.34,2,0
1068,Though-Service,1.4.8,QA,Success,24.54,77.8,394.84,112.92,104.43,5,0
1069,How-Service,1.9.0,DEV,Success,57.34,39.77,344.03,102.68,340.15,3,0
1070,Really-Service,1.6.0,DEV,Failed,24.36,69.12,142.22,166.41,321.7,5,0
1071,Finish-Service,1.6.1,DEV,Failed,49.03,59.77,145.0,145.63,272.33,5,0
1072,Indicate-Service,1.0.5,QA,Failed,20.53,64.07,342.39,273.51,110.34,0,0
1073,Voice-Service,1.1.3,UAT,Failed,76.82,61.21,274.13,257.9,68.83,4,0
1074,Good-Service,1.8.2,PROD,Failed,23.78,89.62,320.92,204.1,160.45,0,0
1075,Firm-Service,1.1.5,QA,Failed,66.9,58.3,99.64,190.03,90.07,2,0
1076,Teacher-Service,1.8.2,UAT,Failed,27.85,45.94,100.26,107.88,227.41,2,0
1077,He-Service,1.6.4,DEV,Failed,93.18,80.32,45.21,280.64,151.74,4,0
1078,Alone-Service,1.0.7,DEV,Failed,50.11,42.67,112.59,193.97,308.9,5,0
1079,Speech-Service,1.3.9,DEV,Running,79.22,45.26,361.6,92.06,291.66,2,0
1080,Find-Service,1.3.5,UAT,Failed,28.04,29.97,348.86,128.16,259.19,4,0
1081,Poor-Service,1.8.9,QA,Running,50.35,96.91,356.83,141.92,211.73,0,0
1082,Executive-Service,1.0.4,UAT,Failed,79.77,59.76,377.98,141.26,131.9,5,0
1083,But-Service,1.5.5,PROD,Failed,32.12,20.4,77.57,123.11,262.92,4,0
1084,Resource-Service,1.8.7,PROD,Success,55.78,22.45,169.73,216.76,247.84,5,0
1085,Participant-Service,1.0.3,PROD,Failed,73.28,45.95,48.1,113.32,180.05,0,1
1086,Notice-Service,1.8.8,UAT,Running,23.55,75.38,398.46,267.57,275.17,1,0
1087,Size-Service,1.2.9,PROD,Failed,65.67,20.34,141.12,67.68,326.13,3,0
1088,Although-Service,1.8.1,DEV,Running,95.96,74.15,224.76,82.78,284.21,0,0
1089,Difficult-Service,1.7.3,PROD,Success,89.34,90.8,203.02,196.79,307.1,2,0
1090,Other-Service,1.6.6,QA,Running,55.64,42.99,393.73,89.26,211.57,1,0
1091,Up-Service,1.4.0,DEV,Failed,29.82,45.96,377.73,138.03,270.13,4,0
1092,Wrong-Service,1.7.5,UAT,Running,52.13,64.05,350.24,188.1,330.52,4,0
1093,Meeting-Service,1.3.1,PROD,Running,90.01,55.97,223.22,206.57,312.99,2,0
1094,Most-Service,1.8.9,QA,Success,21.83,34.74,153.55,255.11,291.46,3,0
1095,Type-Service,1.8.6,UAT,Failed,87.97,62.79,383.47,240.73,143.87,3,0
1096,Outside-Service,1.2.6,DEV,Success,49.34,44.22,294.29,113.63,116.65,0,0
1097,Rather-Service,1.8.5,UAT,Failed,63.56,87.8,273.65,274.67,215.78,0,0
1098,Record-Service,1.9.9,PROD,Failed,76.17,56.76,132.78,246.1,301.21,1,0
1099,His-Service,1.4.1,DEV,Running,78.55,31.93,359.32,213.86,148.76,5,0
1100,Lead-Service,1.5.2,DEV,Running,57.79,69.7,104.94,94.13,163.31,0,1
1101,Himself-Service,1.9.1,PROD,Failed,25.2,24.68,168.32,238.35,285.05,2,0
1102,Space-Service,1.2.0,UAT,Success,37.08,33.13,216.09,212.72,175.58,1,0
1103,Skin-Service,1.9.3,UAT,Running,68.51,62.24,156.87,248.53,215.06,0,1
1104,Letter-Service,1.4.2,PROD,Failed,82.25,97.02,209.54,134.53,243.87,1,0
1105,Technology-Service,1.8.6,QA,Failed,49.45,52.94,264.55,160.65,63.49,2,0
1106,Least-Service,1.7.4,DEV,Success,68.77,89.17,229.19,157.79,127.85,4,0
1107,General-Service,1.2.6,UAT,Running,36.97,41.94,126.49,299.05,121.03,0,1
1108,Less-Service,1.2.0,QA,Failed,36.04,56.07,140.91,139.79,73.44,3,0
1109,Score-Service,1.2.9,PROD,Success,28.07,64.24,367.18,123.65,202.6,2,0
1110,But-Service,1.9.5,PROD,Running,75.79,34.67,295.47,82.91,253.54,4,0
1111,Our-Service,1.4.0,PROD,Failed,48.15,45.19,349.89,204.47,103.1,4,0
1112,Worry-Service,1.4.5,PROD,Success,27.96,86.16,56.77,62.42,113.32,3,0
1113,Thing-Service,1.5.2,QA,Success,51.67,49.91,88.71,73.8,321.65,0,1
1114,Break-Service,1.8.8,DEV,Running,55.41,66.24,313.97,231.48,102.36,4,0
1115,International-Service,1.6.0,UAT,Failed,42.94,28.42,221.04,79.37,186.96,4,0
1116,Meeting-Service,1.6.5,QA,Failed,40.54,89.9,136.02,141.43,47.59,1,0
1117,Record-Service,1.7.0,PROD,Running,90.33,64.24,203.47,90.16,146.04,4,0
1118,Husband-Service,1.0.6,UAT,Success,46.8,29.31,46.77,207.21,295.33,1,0
1119,Image-Service,1.6.7,QA,Failed,91.42,42.06,71.75,110.28,121.82,0,0
1120,Item-Service,1.8.6,DEV,Success,57.63,91.12,204.32,215.84,157.85,5,0
1121,Crime-Service,1.0.9,QA,Failed,82.67,25.27,88.68,148.61,241.43,1,0
1122,Back-Service,1.7.7,DEV,Success,37.08,38.5,280.11,152.41,216.67,3,0
1123,Whole-Service,1.9.1,QA,Failed,34.12,38.8,357.84,263.39,293.6,0,0
1124,If-Service,1.6.5,QA,Success,72.9,39.24,369.23,175.15,248.59,1,0
1125,Build-Service,1.4.3,UAT,Running,57.52,64.58,205.43,144.8,121.95,2,0
1126,Language-Service,1.3.0,DEV,Success,83.53,98.0,194.72,259.83,264.48,0,0
1127,Finally-Service,1.1.2,UAT,Success,61.97,34.05,314.83,204.58,188.32,5,0
1128,Eat-Service,1.8.2,DEV,Running,87.21,55.73,386.99,189.25,194.53,5,0
1129,Say-Service,1.9.5,UAT,Failed,31.05,77.43,319.6,251.24,178.61,0,0
1130,Plan-Service,1.3.1,DEV,Running,69.12,26.3,78.88,225.04,258.26,3,0
1131,Market-Service,1.5.5,DEV,Success,85.42,87.45,87.8,99.81,147.12,2,0
1132,Tell-Service,1.9.5,DEV,Failed,93.57,96.07,173.05,91.28,320.32,4,0
1133,East-Service,1.2.6,DEV,Failed,43.25,86.64,230.93,147.64,331.89,0,0
1134,Region-Service,1.6.4,DEV,Success,77.06,76.75,341.99,291.67,222.85,2,0
1135,Thus-Service,1.2.5,DEV,Failed,39.12,66.93,175.6,56.78,322.25,1,0
1136,Before-Service,1.0.0,QA,Success,43.5,66.99,55.21,253.44,335.63,5,0
1137,Same-Service,1.6.6,PROD,Success,75.12,74.17,115.84,141.83,335.35,3,0
1138,Tell-Service,1.1.5,QA,Success,69.38,38.69,256.83,277.07,301.11,2,0
1139,Increase-Service,1.9.2,PROD,Success,20.91,31.54,236.51,143.55,302.39,4,0
1140,Window-Service,1.1.4,UAT,Success,93.74,55.18,268.41,52.24,303.34,2,0
1141,Especially-Service,1.1.4,UAT,Success,79.72,98.91,373.47,179.74,346.83,1,0
1142,Deep-Service,1.7.4,QA,Success,21.19,21.38,350.03,299.84,334.9,2,0
1143,Class-Service,1.9.2,DEV,Success,31.7,48.98,309.87,264.25,301.81,5,0
1144,Realize-Service,1.1.9,PROD,Success,71.34,52.73,330.16,173.24,155.79,5,0
1145,Moment-Service,1.7.6,DEV,Failed,34.19,26.42,212.71,203.59,210.78,4,0
1146,Blue-Service,1.0.5,UAT,Running,85.37,98.29,232.86,206.44,186.68,4,0
1147,During-Service,1.4.4,PROD,Failed,64.89,97.06,222.7,189.71,280.22,0,0
1148,Age-Service,1.2.5,UAT,Failed,64.65,66.94,80.6,249.96,67.41,3,0
1149,Pull-Service,1.5.6,UAT,Running,43.4,22.85,328.74,255.96,162.89,2,0
1150,Improve-Service,1.3.9,QA,Running,47.91,68.33,116.7,111.13,62.26,2,0
1151,Class-Service,1.0.8,PROD,Failed,93.36,30.26,68.14,282.13,59.61,1,0
1152,Film-Service,1.1.1,PROD,Failed,79.85,45.94,119.08,125.38,189.67,2,0
1153,Stop-Service,1.6.9,UAT,Failed,46.58,34.68,315.17,144.05,246.73,4,0
1154,None-Service,1.2.8,QA,Failed,28.05,67.32,67.59,54.2,251.64,4,0
1155,Go-Service,1.1.1,DEV,Failed,76.24,76.13,93.46,75.97,237.23,4,0
1156,Wish-Service,1.8.0,QA,Failed,48.11,79.11,249.22,211.42,274.2,1,0
1157,Fight-Service,1.5.7,UAT,Running,57.46,30.15,359.72,146.5,181.58,3,0
1158,Thing-Service,1.4.5,QA,Failed,21.37,74.37,356.49,137.61,136.69,1,0
1159,Everybody-Service,1.1.4,DEV,Failed,84.98,92.83,319.23,127.22,140.78,3,0
1160,Research-Service,1.2.7,DEV,Failed,90.83,94.92,122.76,54.1,327.87,2,0
1161,Much-Service,1.8.8,UAT,Success,77.11,45.37,226.25,142.63,151.82,1,0
1162,Inside-Service,1.0.6,PROD,Failed,33.43,34.06,100.45,135.45,248.98,3,0
1163,Her-Service,1.3.9,DEV,Failed,21.87,82.65,302.43,223.59,70.36,5,0
1164,Officer-Service,1.9.6,PROD,Success,57.95,70.65,116.03,226.89,46.55,2,0
1165,Church-Service,1.0.3,QA,Running,29.75,72.6,123.3,33.21,75.51,4,0
1166,Focus-Service,1.1.3,UAT,Running,71.36,64.3,76.29,289.71,329.86,0,1
1167,So-Service,1.1.0,UAT,Failed,51.13,91.37,79.77,97.26,231.31,3,0
1168,Two-Service,1.4.0,DEV,Failed,78.54,57.51,135.27,78.57,153.92,3,0
1169,Teacher-Service,1.0.9,QA,Success,58.31,49.96,130.25,172.09,279.2,2,0
1170,Effect-Service,1.3.4,PROD,Running,98.37,69.09,24.82,286.09,127.49,1,0
1171,Above-Service,1.2.2,UAT,Running,93.64,69.98,118.61,156.95,292.82,3,0
1172,Collection-Service,1.3.6,QA,Failed,95.59,26.39,224.13,134.28,310.14,1,0
1173,Glass-Service,1.3.6,PROD,Running,40.86,98.35,142.98,133.94,127.77,5,0
1174,Property-Service,1.3.0,UAT,Success,29.74,39.84,280.86,60.2,169.77,1,0
1175,Just-Service,1.4.3,DEV,Success,43.03,93.7,263.56,282.9,67.34,0,0
1176,Present-Service,1.5.8,PROD,Failed,44.16,76.02,199.83,127.25,292.68,4,0
1177,Fast-Service,1.7.4,DEV,Success,66.06,75.71,193.85,52.1,179.19,1,0
1178,Important-Service,1.2.7,UAT,Running,69.84,52.35,212.99,274.76,289.94,3,0
1179,Sit-Service,1.9.7,DEV,Success,48.26,61.25,51.29,231.36,55.06,5,0
1180,Available-Service,1.8.1,UAT,Success,57.36,86.34,376.07,132.04,85.3,2,0
1181,Over-Service,1.4.9,UAT,Success,46.45,61.94,340.77,52.88,48.59,4,0
1182,Question-Service,1.8.4,QA,Success,56.26,35.77,103.17,184.95,257.17,3,0
1183,Could-Service,1.8.9,UAT,Success,56.02,85.0,162.01,288.65,318.1,1,0
1184,Beyond-Service,1.5.4,QA,Success,55.99,55.44,389.23,79.81,99.66,2,0
1185,Stand-Service,1.3.3,UAT,Success,47.4,35.75,39.45,124.03,162.02,3,0
1186,Sing-Service,1.6.2,DEV,Running,88.77,69.53,117.71,249.87,269.54,0,0
1187,Result-Service,1.2.3,DEV,Running,68.65,70.24,248.44,206.04,139.63,4,0
1188,Smile-Service,1.8.1,QA,Success,49.97,39.96,120.84,288.99,62.51,0,1
1189,Relationship-Service,1.0.8,UAT,Success,63.57,87.86,384.53,131.71,126.47,5,0
1190,Turn-Service,1.4.6,DEV,Failed,22.05,47.16,299.64,36.58,349.75,2,0
1191,Simply-Service,1.8.5,UAT,Success,27.35,36.62,174.38,76.67,341.61,0,1
1192,Only-Service,1.6.6,UAT,Failed,49.49,70.51,167.71,242.15,294.48,1,0
1193,Week-Service,1.1.4,DEV,Success,35.75,22.93,52.97,78.46,180.16,4,0
1194,Movie-Service,1.8.4,PROD,Running,56.33,78.71,254.96,182.95,78.56,4,0
1195,Scene-Service,1.7.6,PROD,Failed,73.78,22.35,324.2,259.18,169.77,1,0
1196,Fill-Service,1.0.2,PROD,Failed,47.71,31.8,298.9,217.77,186.31,4,0
1197,Fire-Service,1.1.6,DEV,Success,66.69,45.33,84.25,111.49,304.26,1,0
1198,Friend-Service,1.3.2,PROD,Failed,58.57,55.55,384.59,125.31,184.61,2,0
1199,Offer-Service,1.4.3,PROD,Running,77.6,45.23,179.6,66.66,154.89,1,0
1200,Never-Service,1.8.5,DEV,Success,85.04,94.9,342.96,278.77,164.54,2,0
1201,Officer-Service,1.7.7,QA,Failed,60.12,51.89,372.35,61.96,207.08,2,0
1202,Eat-Service,1.7.5,PROD,Success,27.06,72.73,207.83,222.19,106.73,0,1
1203,Together-Service,1.5.3,DEV,Failed,25.41,82.84,301.08,78.14,223.62,2,0
1204,Capital-Service,1.8.3,DEV,Running,74.65,30.13,238.19,208.65,289.98,3,0
1205,Factor-Service,1.0.4,QA,Failed,42.57,23.3,227.24,260.44,260.11,1,0
1206,Fine-Service,1.8.2,DEV,Failed,42.87,41.06,208.97,88.69,347.86,5,0
1207,She-Service,1.4.7,UAT,Running,29.1,71.5,112.86,39.18,339.08,3,0
1208,Stand-Service,1.9.3,UAT,Running,89.88,78.79,220.35,174.93,84.22,5,0
1209,Star-Service,1.5.9,PROD,Running,68.48,23.59,40.7,98.43,98.73,4,0
1210,Toward-Service,1.1.8,PROD,Failed,62.86,89.12,79.7,254.3,277.41,3,0
1211,Method-Service,1.6.9,DEV,Failed,48.21,84.24,365.72,234.14,287.37,3,0
1212,Discover-Service,1.1.4,UAT,Running,99.39,58.52,136.82,213.17,69.98,4,0
1213,Nature-Service,1.1.9,PROD,Running,49.68,22.99,190.01,73.22,200.1,3,0
1214,Significant-Service,1.0.2,DEV,Failed,65.17,96.93,391.21,291.0,292.96,3,0
1215,White-Service,1.5.8,DEV,Running,67.9,29.37,212.37,135.18,238.1,0,1
1216,Computer-Service,1.6.1,UAT,Success,66.1,83.26,375.17,269.5,201.26,3,0
1217,Buy-Service,1.7.8,PROD,Failed,70.45,36.61,41.73,118.56,71.05,1,0
1218,Shake-Service,1.2.4,DEV,Running,92.39,75.88,49.81,283.99,320.96,5,0
1219,Since-Service,1.7.1,PROD,Success,91.99,45.37,140.65,278.73,147.9,0,0
1220,Shoulder-Service,1.3.2,DEV,Failed,68.67,43.66,104.74,168.83,150.48,1,0
1221,Music-Service,1.3.3,UAT,Running,24.43,83.48,224.17,290.11,180.5,4,0
1222,Wrong-Service,1.8.3,PROD,Success,26.68,51.68,68.53,266.6,90.84,3,0
1223,Not-Service,1.1.7,UAT,Failed,21.74,33.84,365.68,152.28,213.66,1,0
1224,Expect-Service,1.8.8,DEV,Failed,26.57,76.43,148.09,203.08,310.26,3,0
1225,Likely-Service,1.4.4,QA,Success,20.11,27.52,60.41,237.89,198.37,5,0
1226,Environmental-Service,1.9.7,PROD,Success,79.08,34.28,235.18,45.76,279.34,3,0
1227,A-Service,1.8.1,QA,Success,98.04,64.1,293.86,45.17,136.52,1,0
1228,Ask-Service,1.5.2,UAT,Running,87.07,77.52,143.06,88.37,151.72,3,0
1229,Field-Service,1.9.8,DEV,Success,34.04,30.69,398.18,83.32,100.54,3,0
1230,Really-Service,1.5.9,DEV,Failed,25.73,86.67,357.08,81.19,277.04,3,0
1231,Decide-Service,1.5.1,DEV,Failed,63.4,36.37,160.41,54.87,178.42,2,0
1232,Leave-Service,1.9.1,PROD,Success,80.16,32.39,268.5,135.82,305.37,4,0
1233,Number-Service,1.1.4,UAT,Failed,29.15,37.93,172.72,101.2,271.57,0,1
1234,Foot-Service,1.7.6,UAT,Failed,74.24,30.31,56.26,234.19,242.84,3,0
1235,Industry-Service,1.5.0,QA,Failed,59.11,76.24,275.04,79.03,324.85,2,0
1236,Art-Service,1.9.9,PROD,Running,41.24,40.76,254.38,82.0,117.33,2,0
1237,Charge-Service,1.2.8,UAT,Success,52.11,28.81,192.53,287.0,181.69,0,1
1238,Coach-Service,1.3.7,QA,Running,76.03,46.3,358.49,293.58,59.22,1,0
1239,Would-Service,1.4.6,PROD,Success,94.46,95.9,217.4,224.12,89.14,3,0
1240,Financial-Service,1.2.5,QA,Failed,30.2,97.6,140.7,209.82,187.65,4,0
1241,State-Service,1.8.7,PROD,Running,72.2,83.5,119.4,51.43,346.77,4,0
1242,Heart-Service,1.5.8,UAT,Failed,99.64,77.61,188.14,155.82,333.51,4,0
1243,Development-Service,1.7.9,DEV,Running,90.21,82.89,338.92,270.87,307.59,2,0
1244,Phone-Service,1.5.1,DEV,Failed,80.24,99.78,37.45,45.71,297.35,1,0
1245,Act-Service,1.8.2,DEV,Success,48.1,32.36,268.4,248.86,204.38,4,0
1246,Sometimes-Service,1.9.7,PROD,Success,92.76,51.94,212.43,31.76,263.63,1,0
1247,Seem-Service,1.3.3,PROD,Success,86.14,48.2,330.55,110.13,173.4,4,0
1248,Trade-Service,1.3.4,UAT,Running,73.59,91.91,21.09,142.87,43.19,0,0
